0.0,0.0,0.0,-5.000012025029166,0
0.0,0.1,-0.010000000000000002,-4.610012128921031,-0.10003270623223963
0.0,0.2,-0.04000000000000001,-4.220012232812896,-0.20000252669601426
0.0,0.3,-0.09,-3.8300123367047614,-0.30000263687435896
0.0,0.4,-0.16000000000000003,-3.4400124405966266,-0.4000104403608116
0.0,0.5,-0.25,-3.050012544488492,-0.5000051203861203
0.0,0.6,-0.36,-2.660012648380357,-0.6000045564951432
0.0,0.7,-0.48999999999999994,-2.2700127522722218,-0.7000050903137491
0.0,0.8,-0.6400000000000001,-1.8800128561640868,-0.8000040403969928
0.0,0.9,-0.81,-1.4900129600559517,-0.9000476748687984
0.0,1.0,-1.0,-1.1000130639478172,-1.0000015017716708
0.1,0.0,-0.010000000000000002,-4.600010837542044,-0.1000086924632125
0.1,0.1,0.07999999999999999,-4.210010941433909,-1.0000003806126085
0.1,0.2,0.15,-3.8200110453257747,-1.300000508191241
0.1,0.3,0.19999999999999998,-3.4300111492176395,-1.4747727682586715
0.1,0.4,0.22999999999999998,-3.0400112531095043,-1.5696939718575478
0.1,0.5,0.24,-2.65001135700137,-1.600000085506112
0.1,0.6,0.22999999999999998,-2.260011460893235,-1.5696939060715898
0.1,0.7,0.2,-1.8700115647851001,-1.4747727823505907
0.1,0.8,0.1499999999999999,-1.4800116686769649,-1.3000000100192421
0.1,0.9,0.07999999999999996,-1.0900117725688299,-1.0000000117907129
0.1,1.0,-0.010000000000000009,-0.7000118764606948,-0.10003979989731149
0.2,0.0,-0.04000000000000001,-4.200009650054922,-0.20000361900536687
0.2,0.1,0.15,-3.810009753946787,-1.3000005081469224
0.2,0.2,0.31999999999999995,-3.4200098578386524,-1.6000000943779042
0.2,0.3,0.47,-3.0300099617305176,-1.7330307173790307
0.2,0.4,0.6,-2.6400100656223824,-1.7595918082755695
0.2,0.5,0.71,-2.2500101695142476,-1.700000016813983
0.2,0.6,0.7999999999999999,-1.8600102734061128,-1.5595918079758608
0.2,0.7,0.8699999999999999,-1.4700103772979782,-1.3330302953690776
0.2,0.8,0.9199999999999999,-1.0800104811898426,-1.0000000224080625
0.2,0.9,0.95,-0.690010585081708,-0.5000005395988553
0.2,1.0,0.96,-0.30001068897357336,0.7997354953137533
0.3,0.0,-0.09,-3.8000084625678,-0.300075053804837
0.3,0.1,0.20000000000000004,-3.4100085664596653,-1.4747727682202298
0.3,0.2,0.4700000000000001,-3.0200086703515305,-1.7330307173845028
0.3,0.3,0.72,-2.6300087742433957,-1.8000003116246104
0.3,0.4,0.9500000000000001,-2.2400088781352605,-1.7449948860344193
0.3,0.5,1.16,-1.850008982027126,-1.5912881789575957
0.3,0.6,1.3499999999999996,-1.4600090859189914,-1.3449949515583213
0.3,0.7,1.5199999999999998,-1.070009189810856,-1.0000000123976
0.3,0.8,1.6700000000000004,-0.6800092937027212,-0.5330303326985601
0.3,0.9,1.8000000000000003,-0.2900093975945857,0.12522688788896386
0.3,1.0,1.9100000000000001,0.09999049851354894,1.6999578430304316
0.4,0.0,-0.16000000000000003,-3.4000072750806782,-0.4000018148767149
0.4,0.1,0.22999999999999998,-3.010007378972543,-1.5696939717922265
0.4,0.2,0.6,-2.6200074828644087,-1.7595918082778588
0.4,0.3,0.9500000000000001,-2.230007586756274,-1.7449948860087994
0.4,0.4,1.2799999999999998,-1.8400076906481384,-1.6000000872902393
0.4,0.5,1.5899999999999999,-1.4500077945400036,-1.3494899424203357
0.4,0.6,1.88,-1.060007898431869,-1.000000078546652
0.4,0.7,2.15,-0.6700080023237345,-0.5449945283942184
0.4,0.8,2.4,-0.2800081062155989,0.04040806648649431
0.4,0.9,2.63,0.10999178989253662,0.8303060550138706
0.4,1.0,2.84,0.49999168600067123,2.5999184169794805
0.5,0.0,-0.25,-3.0000060875935564,-0.5000621204541598
0.5,0.1,0.24,-2.610006191485421,-1.6000000855103866
0.5,0.2,0.71,-2.2200062953772868,-1.7000000167955345
0.5,0.3,1.16,-1.8300063992691515,-1.5912881789480608
0.5,0.4,1.5899999999999999,-1.440006503161017,-1.3494899424192601
0.5,0.5,2.0,-1.0500066070528817,-1.0000001051790675
0.5,0.6,2.39,-0.6600067109447467,-0.5494899354705973
0.5,0.7,2.7600000000000002,-0.2700068148366121,0.008711962921850946
0.5,0.8,3.11,0.11999308127152253,0.6999999486930042
0.5,0.9,3.44,0.5099929773796581,1.5999999057451078
0.5,1.0,3.75,0.8999928734877927,3.4999311034770235
0.6,0.0,-0.36,-2.6000049001064345,-0.6000024117359289
0.6,0.1,0.2300000000000001,-2.2100050039982992,-1.5696939062241542
0.6,0.2,0.8000000000000002,-1.8200051078901647,-1.559591807974665
0.6,0.3,1.3499999999999999,-1.43000521178203,-1.3449949515447408
0.6,0.4,1.8800000000000003,-1.0400053156738946,-1.0000000785575502
0.6,0.5,2.39,-0.65000541956576,-0.549489935469917
0.6,0.6,2.88,-0.26000552345762534,-9.33927601920459e-08
0.6,0.7,3.3499999999999996,0.1299943726505102,0.6550052181653551
0.6,0.8,3.8000000000000003,0.5199942687586449,1.4404081924167282
0.6,0.9,4.23,0.9099941648667794,2.430306086390839
0.6,1.0,4.64,1.299994060974914,4.399620107167017
0.7,0.0,-0.48999999999999994,-2.2000037126193126,-0.7000024040721539
0.7,0.1,0.20000000000000012,-1.8100038165111776,-1.4747727823786723
0.7,0.2,0.8700000000000001,-1.4200039204030428,-1.3330302953664646
0.7,0.3,1.52,-1.0300040242949078,-1.0000000123985504
0.7,0.4,2.1500000000000004,-0.6400041281867732,-0.544994528419111
0.7,0.5,2.7600000000000002,-0.25000423207863853,0.00871196290688081
0.7,0.6,3.3500000000000005,0.1399956640294961,0.6550052181286857
0.7,0.7,3.9199999999999995,0.5299955601376316,1.3999997145553005
0.7,0.8,4.470000000000001,0.9199954562457672,2.2669691092863573
0.7,0.9,5.0,1.3099953523539019,3.325225550649473
0.7,1.0,5.51,1.6999952484620364,5.299913228372234
0.8,0.0,-0.6400000000000001,-1.8000025251321903,-0.8000110798101733
0.8,0.1,0.1499999999999999,-1.4100026290240553,-1.3000000120940276
0.8,0.2,0.9199999999999999,-1.0200027329159205,-1.0000000223563155
0.8,0.3,1.6699999999999997,-0.6300028368077855,-0.5330303325879597
0.8,0.4,2.4,-0.24000294069965086,0.040408066485851546
0.8,0.5,3.11,0.1499969554084838,0.6999999486934068
0.8,0.6,3.8000000000000003,0.5399968515166185,1.440408192402251
0.8,0.7,4.469999999999999,0.9299967476247539,2.266969109233953
0.8,0.8,5.119999999999999,1.3199966437328894,3.19999997732348
0.8,0.9,5.75,1.7099965398410242,4.299999314774846
0.8,1.0,6.359999999999999,2.0999964359491585,6.199569933224099
0.9,0.0,-0.81,-1.4000013376450684,-0.9000081736098317
0.9,0.1,0.07999999999999996,-1.0100014415369334,-1.000000011780009
0.9,0.2,0.95,-0.6200015454287987,-0.5000005396134071
0.9,0.3,1.7999999999999996,-0.23000164932066405,0.12522688792517062
0.9,0.4,2.63,0.15999824678747146,0.8303060553321149
0.9,0.5,3.44,0.5499981428956061,1.59999990591488
0.9,0.6,4.2299999999999995,0.9399980390037407,2.4303060881174785
0.9,0.7,5.0,1.3299979351118754,3.3252255506489723
0.9,0.8,5.75,1.7199978312200108,4.29999931476612
0.9,0.9,6.479999999999999,2.1099977273281465,5.399999183672919
0.9,1.0,7.1899999999999995,2.499997623436281,7.099983732886516
1.0,0.0,-1.0,-1.0000001501579465,-1.0000015017715578
1.0,0.1,-0.010000000000000002,-0.610000254049812,-0.10004926624923577
1.0,0.2,0.96,-0.22000035794167638,0.7993699204509901
1.0,0.3,1.91,0.16999953816645824,1.6997146601935496
1.0,0.4,2.84,0.5599994342745929,2.599940310829142
1.0,0.5,3.75,0.9499993303827284,3.499799802988218
1.0,0.6,4.64,1.3399992264908631,4.398888941778245
1.0,0.7,5.51,1.7299991225989977,5.299853339825199
1.0,0.8,6.359999999999999,2.1199990187071323,6.199972093368886
1.0,0.9,7.1899999999999995,2.509998914815268,7.099969956874015
1.0,1.0,8.0,2.8999988109234023,7.999999492322129
